product_type,sales_office,sales_volume,gross_sales,raw_materials,packaging,other_direct_cost,variable_manufacturing,fixed_manufacturing,warehouse,trans_primary,trans_delivery,month
PET HF,South,407,3047,14776023,455,61,139,186,34,77,62,10
PET HF,South,103,660,3743530,115,16,35,47,8,18,16,10
PET HF,South,239,1791,7725159,272,44,84,128,29,0,36,10
PET HF,South,6,36,186859,7,0,2,3,0,0,1,10
PET HF,Central,7522,33846,187700385,8105,-410,3147,6480,746,603,1172,10
PET HF,Central,260,1538,6479173,280,-14,109,229,24,12,41,10
PET HF,Central,1483,6189,36906904,1595,-88,625,1322,122,15,231,10
PET HF,Central,4590,28558,149565805,5170,-123,1909,3960,393,247,715,10
PET HF,Central,876,6551,28554438,987,-24,365,755,75,46,136,10
PET HF,Central,11,65,367011,13,-1,5,10,1,1,2,10
PET HF,Central,15,90,415677,17,-1,7,10,1,3,2,10
PET HF,Central,73,339,1990869,82,-4,33,48,5,14,11,10
PET HF,Central,20,150,716006,24,-1,7,8,2,12,3,10
PET HF,Central,2970,13365,83816717,3297,-163,932,1558,266,239,463,10
PET HF,Central,40,189,1130946,45,-2,13,21,3,1,6,10
PET HF,Central,841,5136,31540967,997,-46,375,591,61,260,131,10
PET HF,Central,268,2001,9981429,316,-15,119,188,19,85,42,10
PET HF,Central,18,113,661214,21,0,8,13,1,5,3,10
PET HF,Central,24,150,758458,28,-1,8,16,4,15,4,10
PET HF,Central,207,1545,6418480,241,-12,71,142,22,126,32,10
PET HF,Central,6,36,176934,7,0,2,4,1,3,1,10
PET HF,North,10125,45562,261083002,11151,1103,4454,8216,772,116,1817,10
PET HF,North,1639,9680,42347984,1809,179,721,1320,125,19,294,10
PET HF,North,992,4677,25649706,1096,105,437,800,76,11,178,10
PET HF,North,5400,33597,182205372,6417,593,2177,4744,296,85,969,10
PET HF,North,3899,29160,131556624,4633,429,1572,3426,214,61,700,10
PET HF,North,345,2208,11631856,410,36,139,303,19,5,62,10
PET HF,North,1909,8592,50733685,2105,254,892,1359,143,13,343,10
PET HF,North,1197,7069,31793959,1319,161,559,852,90,8,215,10
PET HF,North,701,3267,18619435,772,91,327,499,53,5,126,10
PET HF,North,3182,14319,91645358,3534,436,1472,2202,235,118,571,10
PET HF,North,51,238,1457994,56,8,23,35,4,2,9,10
PET HF,North,1350,8241,49467829,1583,357,636,1191,102,85,242,10
PET HF,North,1776,13282,65073752,2083,472,837,1566,134,111,319,10
PET HF,North,251,1605,9186880,294,67,118,221,19,16,45,10
PET HF,North,48,300,1555685,55,6,17,28,6,34,9,10
PET HF,North,1219,9117,39332910,1395,174,431,696,150,847,219,10
PET HF,North,14,93,466703,17,3,5,8,2,10,3,10
PET HF,North,9587,43139,247131885,10555,1044,4216,7780,731,110,1720,10
PET HF,North,397,2345,10254902,438,44,175,320,30,5,71,10
PET HF,North,1309,5678,33832688,1445,136,576,1055,100,15,235,10
PET HF,North,1,5,20769,1,0,0,1,0,0,0,10
PET HF,North,3809,23698,128519859,4526,417,1536,3346,209,60,684,10
PET HF,North,1597,11938,53870214,1897,176,644,1403,88,25,287,10
PET HF,North,273,1754,9223126,325,30,110,240,15,4,49,10
PET HF,North,2951,13278,78073551,3238,394,1376,2135,221,19,530,10
PET HF,North,309,1828,8220738,341,40,144,220,23,2,56,10
PET HF,North,515,2084,13686992,568,67,241,367,39,3,92,10
PET HF,North,6676,30042,193558545,7478,912,3032,3792,500,273,1198,10
PET HF,North,2,8,46286,2,0,1,1,0,0,0,10
PET HF,North,1495,9124,54767950,1753,397,704,1318,113,94,268,10
PET HF,North,454,3393,16626064,532,121,214,401,34,28,81,10
PET HF,North,70,442,2561729,82,17,33,62,5,4,13,10
PET HF,North,1,6,29445,1,0,0,1,0,0,0,10
PET HF,North,338,2523,10850708,385,48,119,192,42,237,61,10
PET HF,North,17,108,544490,19,3,6,10,2,12,3,10
PET HF,North,1,6,25928,1,0,0,0,0,1,0,10
CAN HF,South,241,1933,12821153,396,-6261,252,0,25,20,26,10
CAN HF,South,121,926,6453312,199,-3152,127,0,12,10,13,10
CAN HF,South,-481,-3579,-25774482,-788,-267,5,0,0,0,-73,10
CAN HF,South,3,26,166454,5,1,3,0,0,0,0,10
CAN HF,South,34,258,1768689,55,19,33,0,0,1,5,10
CAN HF,South,-345,-2563,-19123659,-565,-52,0,0,0,0,-52,10
CAN HF,Central,26,191,1400975,42,-1,27,0,1,6,4,10
CAN HF,Central,14,116,788030,24,-1,15,0,0,3,2,10
CAN HF,North,64,515,3443676,106,-1048,68,0,0,12,12,10
CAN HF,North,1,6,43046,1,-13,1,0,0,0,0,10
PMX,South,703,1926,34695618,37,44,21,2572,71,79,77,11
PMX,South,6,14,277043,0,0,0,19,0,1,1,11
PMX,South,6,18,316618,0,0,0,22,0,1,1,11
PMX,South,284,777,13931201,15,41,9,962,14,55,49,11
PMX,South,1,2,39686,0,0,0,3,0,1,0,11
PMX,South,155,425,7659408,9,3,5,533,8,122,24,11
PMX,Central,2,7,134372,0,0,0,2,0,0,0,11
PMX,Central,150,412,8362863,6,1,2,154,14,13,25,11
PMX,North,6,15,360369,0,5,0,2,0,0,1,11
PMX,North,378,1037,24247612,7,11,12,132,23,2,73,11
PMX,North,17,46,1081103,0,3,1,6,1,0,3,11
PMX,North,288,788,18430244,6,8,9,101,17,2,56,11
CAN CF,South,6,40,151865,9,0,1,3,0,0,1,11
CAN CF,South,96027,665095,2432940001,155530,6474,10712,34514,9835,3279,10560,11
CAN CF,South,12039,91335,305041982,19498,812,1346,4351,1263,422,1324,11
CAN CF,South,6387,38175,161827563,10343,431,712,2298,662,221,702,11
CAN CF,South,32,229,813471,58,2,3,10,1,0,4,11
CAN CF,South,7692,60483,198155414,11837,519,1110,3968,1140,479,846,11
CAN CF,South,4626,27896,119163472,7119,313,668,2385,688,289,509,11
PET CF,South,47387,213229,1421870882,44273,3032,7077,17706,4331,2213,5211,11
PET CF,South,17921,104742,500312150,17444,1146,2790,6984,1721,882,1971,11
PET CF,South,1275,6041,38244387,1191,81,190,477,118,61,140,11
PET CF,South,19730,122750,1137881323,21073,1262,2358,5292,2622,1642,2170,11
PET CF,South,9016,76035,519703477,9638,577,1067,2356,1240,779,992,11
PET CF,South,3717,23341,214349968,3970,239,444,998,496,308,409,11
RGB CF,South,9579,21366,221688263,1120,639,3533,7786,976,808,1659,11
RGB CF,South,4008,8006,92707134,469,267,1481,3265,420,347,694,11
PMX,South,3,119,1225723,6,0,0,3,0,0,0,11
PMX,South,2375,67013,905502458,4078,130,349,2233,273,288,261,11
CAN CF,South,1379,9443,42084348,2259,1105,146,430,114,46,152,11
CAN CF,South,5299,42766,164500152,8621,4244,556,1640,439,175,583,11
CAN CF,South,612,3459,18993032,997,491,64,190,46,18,67,11
CAN CF,South,121,973,3738773,196,96,13,37,10,4,13,11
CAN CF,South,11051,89190,351423299,18849,736,1357,5565,1299,1712,1215,11
CAN CF,South,920,5616,29416466,1586,61,109,455,118,169,101,11
CAN CF,South,924,7458,29385945,1576,61,113,465,109,143,102,11
CAN CF,South,172949,1197893,4530661984,279604,25939,19643,62571,11229,12481,29785,11
CAN CF,South,4931,34152,-177660011,18443,739,1384,4716,544,116,849,11
CAN CF,South,1277,10306,30675073,2197,190,148,446,88,98,220,11
CAN CF,South,4172,24052,117146156,6362,627,465,1553,256,284,719,11
CAN CF,South,4413,33636,113298543,6866,660,535,1766,413,152,760,11
CAN CF,South,4581,28570,117622815,7129,687,555,1836,430,159,789,11
CAN CF,South,33,205,857107,52,5,5,10,2,0,6,11
PET CF,South,63550,285981,1931867946,64666,9138,7608,18020,4574,332,10944,11
PET CF,South,6114,35594,175993304,6517,877,767,1816,461,33,1053,11
PET CF,South,976,4643,29457855,1001,143,118,279,71,5,168,11
PET CF,South,39257,244243,2264520387,42288,9610,4418,8550,3151,80,6761,11
PET CF,South,2842,23974,163630032,3051,411,323,641,227,6,489,11
PET CF,South,236,1446,13597035,253,36,27,54,19,1,41,11
RGB CF,South,54741,122173,1258871017,6502,7828,22025,32546,4010,1083,23234,11
RGB CF,South,551,1359,12690270,66,80,219,328,40,11,234,11
PMX,South,2,59,553450,2,0,0,3,0,0,0,11
PMX,South,18,654,6725049,30,4,2,16,1,0,3,11
PMX,South,1212,29630,460452143,2081,173,169,1139,92,27,209,11
CAN CF,South,1046,7165,32457904,1703,158,111,330,41,46,180,11
CAN CF,South,1583,12777,49811300,2558,238,167,496,61,69,273,11
CAN CF,South,79,447,2723332,120,14,8,23,3,3,14,11
CAN CF,South,3980,32123,126698015,6788,647,486,1982,267,639,685,11
CAN CF,South,284,1721,9032698,484,45,35,142,19,45,49,11
CAN CF,South,7522,52096,190285732,12202,507,790,2343,294,77,0,11
CAN CF,South,62297,431480,1571774147,105307,671,7714,22295,5494,1797,9707,11
CAN CF,South,16715,115769,407897240,31697,180,2002,5709,1589,30,2604,11
CAN CF,South,1708,13674,44280316,2659,18,252,765,155,99,266,11
CAN CF,South,424,2696,10997390,660,5,63,190,39,25,66,11
PET CF,South,8505,38272,254803222,7984,545,1237,2973,334,88,0,11
PET CF,South,40124,180552,1201093850,38260,387,5549,16028,3542,1114,6252,11
PET CF,South,4215,24576,126143952,4022,41,583,1683,372,117,657,11
PET CF,South,514,2411,15368176,490,5,71,205,45,14,80,11
PET CF,South,2404,14960,138676659,2577,154,278,583,191,250,0,11
PET CF,South,17349,107940,991370357,18909,7097,3177,9327,1617,95,2703,11
PET CF,South,3034,25569,173419003,3307,78,555,1630,283,17,473,11
PET CF,South,32,206,1837159,35,1,6,17,3,0,5,11
RGB CF,South,3536,7495,80867172,379,235,1186,2662,151,128,0,11
RGB CF,South,20122,40162,454927310,2286,206,6201,13763,1871,38,7165,11
RGB CF,South,48,108,1069143,5,0,16,33,5,0,17,11
PMX,South,14,506,5217222,23,0,2,13,1,7,2,11
PMX,South,830,19566,317223303,1427,7,116,798,63,393,129,11
CAN CF,South,125,858,3888332,204,2,13,39,5,19,20,11
CAN CF,South,1266,10215,38599981,2081,22,134,396,49,198,197,11
CAN CF,South,96,659,2760720,162,2,10,31,4,15,15,11
CAN CF,South,1484,11979,47212081,2530,27,181,738,100,466,231,11
CAN CF,South,68,383,2180436,117,1,8,34,5,23,11,11
CAN CF,Central,119711,829219,3042185820,198704,-16445,18311,58489,14918,9854,19958,11
CAN CF,Central,4429,30679,9477440,11140,-608,928,2995,641,24,738,11
CAN CF,Central,16,114,412879,25,3,3,8,1,0,3,11
CAN CF,Central,2934,21962,75642038,4605,-403,488,1434,510,433,489,11
CAN CF,Central,1046,6818,26882605,1640,-144,171,519,89,11,174,11
PET CF,Central,19202,86405,573554493,18251,-2628,3474,20255,2295,2790,3201,11
PET CF,Central,518,3040,15425197,493,-71,94,566,51,44,86,11
PET CF,Central,432,2077,12824511,412,-59,79,492,32,8,72,11
PET CF,Central,15770,98112,907258314,16983,-2157,2850,12668,2173,3786,2629,11
PET CF,Central,534,4506,30750094,577,-73,99,452,56,60,89,11
PET CF,Central,110,693,6333334,119,-16,21,96,9,3,18,11
RGB CF,Central,39601,79041,911596632,4264,-5486,9622,29943,3436,2760,10217,11
RGB CF,Central,132,292,3033116,14,-18,32,100,10,4,34,11
PMX,Central,9,327,3380702,16,-1,1,6,1,6,1,11
PMX,Central,590,14100,225464005,1074,-82,74,374,43,344,98,11
CAN CF,Central,669,4578,20738052,1088,-89,70,207,26,111,111,11
CAN CF,Central,407,3282,12300696,671,-55,43,128,19,73,68,11
CAN CF,Central,89,588,2766734,145,-12,9,28,3,15,15,11
CAN CF,Central,804,6492,24657903,1378,-106,105,512,75,146,134,11
CAN CF,Central,51,259,1541247,87,-7,7,32,5,10,8,11
CAN CF,Central,10,78,293887,16,-1,1,6,1,2,2,11
CAN CF,North,643,3270,12814955,1077,45,71,321,48,0,124,11
CAN CF,North,348,2179,6922190,582,25,39,175,26,0,67,11
CAN CF,North,18,98,367691,31,3,2,9,1,0,4,11
CAN CF,North,4500,22892,87706938,8404,140,601,2050,234,50,869,11
CAN CF,North,355,2225,6957219,662,11,47,161,18,4,69,11
CAN CF,North,16,85,-562835,60,1,4,15,2,0,3,11
CAN CF,North,18470,127925,469891746,31197,1739,2366,8399,1067,170,3566,11
CAN CF,North,625,5044,16077099,1049,65,80,284,36,6,121,11
CAN CF,North,4171,25806,107270224,7000,388,533,1897,240,38,805,11
CAN CF,North,751,6056,19750076,1169,69,95,447,57,1,145,11
CAN CF,North,2486,15757,65403594,3871,235,315,1481,189,3,480,11
PET CF,North,5704,21203,146000644,5480,231,1054,4563,353,46,1101,11
PET CF,North,2734,13385,69976630,2626,86,505,2187,169,22,528,11
PET CF,North,158,619,4031577,151,13,29,126,10,1,30,11
PET CF,North,8981,55876,522212155,9926,300,2570,11552,541,186,1734,11
PET CF,North,2258,19034,131300654,2496,69,646,2905,136,47,436,11
PET CF,North,647,3883,37614596,715,21,185,832,39,13,125,11
RGB CF,North,9000,20075,209369955,1025,279,2762,10813,567,60,3901,11
RGB CF,North,347,863,8076325,40,11,107,417,22,2,150,11
PMX,North,18,684,7043784,34,2,2,12,1,1,4,11
PMX,North,1498,39872,570852726,2724,0,180,949,86,45,289,11
CAN CF,North,1421,11466,44041491,2313,112,151,453,57,253,274,11
CAN CF,North,242,1345,7498015,394,19,26,77,10,43,47,11
CAN CF,North,1,6,24910,1,0,0,0,0,0,0,11
CAN CF,North,8608,58947,285341681,14856,270,1037,3716,497,54,1662,11
CAN CF,North,4888,39452,159679557,8320,153,613,2240,292,33,944,11
CAN CF,North,829,5461,27132329,1414,26,103,376,49,5,160,11
CAN CF,North,39,318,1286255,67,1,5,18,2,0,8,11
CAN CF,North,1286,6541,25225118,2126,88,160,676,132,5,248,11
CAN CF,North,188,1178,3724295,313,11,22,96,14,0,36,11
CAN CF,North,68,361,1358860,114,3,8,34,5,0,13,11
CAN CF,North,11604,59028,182526689,23070,365,1649,5627,1067,137,2240,11
CAN CF,North,112,700,1749085,223,3,16,54,6,1,22,11
CAN CF,North,98,518,1042676,213,3,15,52,6,1,19,11
CAN CF,North,45542,315381,1175698834,76008,4278,5819,20863,4512,414,8793,11
CAN CF,North,317,2555,8141875,531,33,40,144,18,3,61,11
CAN CF,North,356,2342,9019387,603,34,46,162,21,3,69,11
CAN CF,North,542,4378,14269326,845,51,69,323,41,1,105,11
CAN CF,North,1554,9915,40895748,2420,147,197,926,118,2,300,11
PET CF,North,10194,37895,260404294,9767,451,1845,7887,1086,77,1968,11
PET CF,North,1910,9353,48893136,1835,60,353,1528,118,15,369,11
PET CF,North,845,3305,21618297,811,30,156,676,52,7,163,11
PET CF,North,19179,119320,1120217917,21256,607,3980,14629,1990,570,3703,11
PET CF,North,1271,10717,73920870,1405,39,364,1635,77,26,245,11
PET CF,North,364,2128,21166978,402,11,104,468,22,8,70,11
RGB CF,North,8357,18641,194950841,947,313,2372,9762,956,28,3622,11
RGB CF,North,76,190,1776045,9,3,23,92,5,1,33,11
PMX,North,47,1755,18068835,86,1,6,30,3,1,9,11
PMX,North,1087,27584,414419802,1977,-8,131,688,62,33,210,11
CAN CF,North,84,572,2590676,136,28,9,27,4,15,16,11
CAN CF,North,677,5461,20287087,1116,53,73,219,28,122,131,11
CAN CF,North,25,167,772218,41,2,3,8,1,4,5,11
CAN CF,North,16086,110157,516301243,27419,490,1911,7402,1672,68,3106,11
CAN CF,North,1696,13691,58326094,3031,54,183,617,89,9,328,11
CAN CF,North,272,1773,8898800,464,8,34,125,16,2,53,11
CAN CF,South,58586,405772,1479363596,94882,4347,7070,22516,5457,1905,6443,11
CAN CF,South,9031,71573,228128170,14588,671,1079,3438,888,316,993,11
CAN CF,South,958,5896,24193142,1549,72,115,366,92,32,105,11
CAN CF,South,11328,90333,289412010,17837,841,1801,5256,1579,693,1246,11
CAN CF,South,3271,20376,83579233,5157,242,522,1508,444,194,360,11
PET CF,South,40328,181466,1204179784,38654,2551,5962,15227,3740,1865,4435,11
PET CF,South,15753,91932,469955570,15095,996,2345,6054,1460,727,1732,11
PET CF,South,518,2456,15478097,497,33,77,196,49,25,57,11
PET CF,South,14638,91073,842607097,15414,933,1776,4999,2014,1151,1610,11
PET CF,South,8783,74026,505589314,9247,559,1065,3002,1222,682,966,11
PET CF,South,237,1232,13633026,250,15,29,80,29,21,26,11
RGB CF,South,6140,13694,137468342,734,398,2301,3788,771,577,1063,11
RGB CF,South,4,10,89984,0,-9,2,2,1,0,1,11
PMX,South,2,30,308808,2,0,0,2,0,0,0,11
PMX,South,812,13555,156102240,1094,85,94,790,108,63,89,11
CAN CF,South,121660,842643,2729187855,215463,18840,15099,46726,8059,14346,20952,11
CAN CF,South,810,6468,17884625,1446,125,101,310,54,96,139,11
CAN CF,South,1044,6799,24194488,1814,163,129,405,68,121,180,11
CAN CF,South,3897,31015,101037793,6034,604,440,1340,299,66,671,11
CAN CF,South,58,462,1498230,90,10,7,19,5,0,10,11
CAN CF,South,1090,7072,28269758,1688,168,123,375,84,18,188,11
CAN CF,South,51,337,1312110,79,9,6,17,4,0,9,11
PET CF,South,26817,120670,801740150,26272,3985,3280,8049,1986,270,4618,11
PET CF,South,5591,32536,166961638,5452,833,690,1714,413,54,963,11
PET CF,South,493,2344,14710404,480,74,61,151,36,5,85,11
PET CF,South,27175,169073,1555440126,28535,6113,3273,8180,2017,113,4680,11
PET CF,South,1818,15355,103890517,1905,264,221,556,135,8,313,11
PET CF,South,170,1018,9689237,178,22,21,52,13,1,29,11
RGB CF,South,22179,49502,493208644,2676,3275,9430,12524,1764,333,9414,11
RGB CF,South,10,26,232950,1,0,4,6,1,0,4,11
PMX,South,2,29,306904,2,0,0,2,0,0,0,11
PMX,South,10,178,1841427,13,0,1,9,1,0,2,11
PMX,South,207,3041,39599358,279,32,21,200,15,3,36,11
CAN CF,South,2006,13892,50643903,3261,148,236,716,83,19,0,11
CAN CF,South,47981,332328,1191046000,81477,419,5741,16169,4287,101,7476,11
CAN CF,South,161,1145,3986239,274,0,20,54,15,0,25,11
CAN CF,South,167,1158,4283309,274,13,29,61,3,0,0,11
CAN CF,South,1185,9454,29323440,1864,10,172,458,121,0,185,11
CAN CF,South,215,1446,5311192,338,2,31,83,22,0,33,11
PET CF,South,3414,15361,102514338,3309,216,485,1140,137,37,0,11
PET CF,South,37007,166531,1097688860,36862,347,5129,15306,3427,238,5766,11
PET CF,South,4083,23782,121123202,4067,38,566,1689,378,26,636,11
PET CF,South,441,2072,13087244,439,4,61,182,41,3,69,11
PET CF,South,1520,9460,87162210,1603,97,191,504,114,178,0,11
PET CF,South,22837,142090,1289437765,24960,1427,4206,12862,2103,42,3558,11
PET CF,South,3042,25669,171802547,3326,-120,560,1714,280,6,474,11
PET CF,South,34,216,1905922,37,-1,6,19,3,0,5,11
RGB CF,South,1414,2945,31558349,171,91,580,817,112,171,0,11
RGB CF,South,17390,34709,376350797,2077,181,4700,11742,1549,67,6192,11
RGB CF,South,47,104,994818,5,0,13,31,4,0,17,11
PMX,South,4,74,773274,5,0,0,4,0,1,1,11
PMX,South,118,1694,22871568,161,1,13,115,9,38,18,11
CAN CF,Central,26786,185520,710615202,43843,-4121,3999,13010,2884,1842,4466,11
CAN CF,Central,1311,10414,33509154,2062,-202,219,626,229,186,219,11
CAN CF,Central,243,1624,6189155,382,-37,40,117,21,5,40,11
CAN CF,Central,4,32,102436,6,-1,1,2,0,0,1,11
PET CF,Central,10358,46610,305307229,10303,-1589,1695,11996,1154,1855,1727,11
PET CF,Central,271,1591,7996832,270,-42,45,325,27,36,45,11
PET CF,Central,284,1351,8352719,284,-43,47,368,22,11,47,11
PET CF,Central,8857,55106,504785207,9753,-1361,1617,7094,1096,2507,1477,11
PET CF,Central,260,2193,14782939,286,-40,48,210,26,45,43,11
PET CF,Central,4,26,228122,4,-1,1,3,0,0,1,11
RGB CF,Central,12761,25470,276448473,1440,-1977,2671,9078,979,468,3292,11
RGB CF,Central,4,10,86982,0,-1,1,3,0,0,1,11
PMX,Central,100,1520,19390577,145,-17,10,60,8,27,17,11
CAN CF,North,257,1308,5184675,432,10,34,159,18,0,50,11
CAN CF,North,159,996,3208014,268,6,21,98,11,0,31,11
CAN CF,North,20,106,405053,34,1,3,12,1,0,4,11
CAN CF,North,1671,8503,31838560,2843,65,224,764,87,18,323,11
CAN CF,North,44,277,853550,75,2,6,20,2,0,9,11
CAN CF,North,16,85,-571687,54,1,4,15,2,0,3,11
CAN CF,North,10614,73514,217094320,19551,591,1437,4879,686,117,2049,11
CAN CF,North,87,693,1773051,160,8,12,40,5,1,17,11
CAN CF,North,402,2249,8208567,741,22,54,185,25,4,78,11
CAN CF,North,458,3656,11849252,763,24,53,235,35,0,88,11
CAN CF,North,456,2951,11786890,759,25,52,233,35,0,88,11
PET CF,North,3573,13281,91674841,3598,142,624,1681,230,78,690,11
PET CF,North,1671,8180,42868200,1683,53,292,786,108,37,323,11
PET CF,North,123,490,3154802,124,5,21,58,8,3,24,11
PET CF,North,10077,62695,580159620,11267,320,2113,7860,685,492,1946,11
PET CF,North,1067,9015,61439553,1193,42,224,832,73,52,206,11
PET CF,North,131,584,7541148,146,4,27,102,9,6,25,11
RGB CF,North,1543,3441,33965902,180,59,502,1891,90,13,669,11
RGB CF,North,44,110,973560,5,1,15,54,3,0,19,11
PMX,North,232,3579,44456200,337,15,21,142,15,4,45,11
CAN CF,North,257,1308,5184676,432,12,34,159,31,0,50,11
CAN CF,North,122,765,2460045,206,4,16,75,9,0,24,11
CAN CF,North,24,127,486063,41,1,3,15,2,0,5,11
CAN CF,North,8486,43167,156932768,14582,295,1147,3917,744,94,1638,11
CAN CF,North,56,352,645298,109,2,9,29,3,1,11,11
CAN CF,North,58,306,235302,125,2,10,34,4,1,11,11
CAN CF,North,30839,213536,614324296,56909,1771,4241,14611,3293,339,5954,11
CAN CF,North,116,924,1994366,228,6,16,53,8,1,22,11
CAN CF,North,72,489,1292693,141,4,10,33,5,1,14,11
CAN CF,North,205,1636,5299028,340,11,24,106,15,0,40,11
CAN CF,North,145,996,3762660,242,8,17,75,11,0,28,11
PET CF,North,8565,31837,221072231,8678,357,1487,3894,774,188,1654,11
PET CF,North,1308,6406,33568739,1318,41,228,616,84,29,253,11
PET CF,North,42,164,1072221,42,2,7,20,3,1,8,11
PET CF,North,47462,295286,2739289166,53157,1493,8611,28402,5200,2705,9163,11
PET CF,North,337,2844,19384915,376,16,71,263,23,16,65,11
PET CF,North,10,66,601441,12,1,2,8,1,1,2,11
RGB CF,North,2282,5091,50248095,265,93,702,2760,197,16,989,11
RGB CF,North,4,11,88506,0,3,1,5,0,0,2,11
PMX,North,3,59,615310,5,1,0,2,0,0,1,11
PMX,North,161,2322,30766571,233,10,15,98,11,3,31,11
CAN CF,South,6185,37508,153180867,10043,397,708,2292,479,212,680,11
CAN CF,South,1946,14074,48880745,2984,124,302,1222,217,85,214,11
CAN CF,South,119,738,2987915,182,8,18,75,13,5,13,11
PET CF,South,3848,17313,110892781,3638,243,532,1528,548,521,423,11
PET CF,South,4314,24567,124476009,4082,273,596,1712,616,567,474,11
PET CF,South,116,544,3334828,109,7,16,46,17,15,13,11
PET CF,South,9688,60275,547970432,9890,613,1206,3557,1230,772,1065,11
PET CF,South,1947,16434,110143402,1988,123,242,717,250,154,214,11
PET CF,South,18,114,1000066,18,2,2,7,2,1,2,11
PMX,South,2,30,250547,2,0,0,2,0,0,0,11
PMX,South,470,7713,73285121,634,23,54,457,55,75,52,11
CAN CF,South,251,1275,6512143,397,18,31,90,41,8,28,11
CAN CF,South,1682,9882,43684456,2666,114,206,606,276,55,185,11
CAN CF,South,272,1439,7073363,432,18,33,98,45,9,30,11
CAN CF,South,7355,37412,178190144,12376,501,891,2480,906,686,809,11
CAN CF,South,1835,10784,44476177,3089,126,222,619,230,166,202,11
CAN CF,South,10,55,248955,17,0,1,3,2,1,1,11
PET CF,South,6654,29941,194519813,6592,423,808,2063,986,604,732,11
PET CF,South,6949,38593,202881501,6873,441,854,2205,1016,607,764,11
PET CF,South,189,887,5517696,187,11,23,58,28,17,21,11
PET CF,South,7850,48836,441569665,8237,497,980,2582,1001,610,863,11
PET CF,South,1986,16774,111728708,2084,127,248,654,257,153,218,11
CAN CF,South,2507,16090,76166095,4031,156,380,1495,405,103,276,11
CAN CF,South,2101,16771,63861351,3377,132,318,1248,348,88,231,11
CAN CF,South,115,758,3493564,185,7,17,68,19,5,13,11
CAN CF,South,32594,209167,941594100,53547,2042,3680,11695,2788,1131,3584,11
CAN CF,South,2138,17073,61774485,3513,134,242,768,183,74,235,11
CAN CF,South,352,2326,10169230,577,22,39,124,31,13,39,11
PET CF,South,15063,99016,995298209,16015,968,1935,5547,2020,1271,1656,11
PET CF,South,3124,26386,206411563,3321,200,401,1152,423,262,344,11
PMX,South,58,905,10606876,78,-23,7,52,6,5,6,11
CAN CF,South,4429,28425,155882743,6981,283,505,1538,403,148,487,11
CAN CF,South,2493,19904,87453025,3934,159,287,880,234,86,274,11
PET CF,South,4744,21349,186568939,4514,306,680,1858,756,640,522,11
PET CF,South,7356,40376,289440774,6999,473,1062,2887,1213,996,809,11
CAN CF,South,27428,166357,680775336,44905,4148,2995,10843,1614,2878,4724,11
CAN CF,South,1209,8738,30262006,1856,183,191,717,73,136,208,11
CAN CF,South,99,615,2482505,153,14,16,58,6,10,17,11
PET CF,South,10836,48759,310693389,10248,1609,1507,4344,1008,2601,1866,11
PET CF,South,1714,8998,49359070,1626,253,238,687,159,399,295,11
PET CF,South,598,2848,17217124,567,87,83,239,55,139,103,11
PET CF,South,28669,178368,1615844653,29112,7447,3551,9413,2174,174,4937,11
PET CF,South,1072,9056,60335022,1088,161,134,355,81,6,185,11
PET CF,South,171,1098,9633705,174,28,21,57,13,1,29,11
RGB CF,South,9161,20434,209036640,1094,1354,3210,5615,673,18,3888,11
PMX,South,1,15,124864,1,0,0,1,0,0,0,11
PMX,South,4,74,624322,5,0,0,4,0,0,1,11
PMX,South,153,2327,23843096,207,23,16,148,11,4,26,11
CAN CF,South,1054,6195,26709435,1672,159,124,354,86,4,182,11
CAN CF,South,199,949,5049484,316,28,24,67,16,1,34,11
CAN CF,South,91204,463953,2214394629,153954,13789,10892,30735,8220,13469,15707,11
CAN CF,South,619,3635,14990952,1044,94,73,209,56,94,107,11
CAN CF,South,591,2788,14337913,997,89,70,199,53,88,102,11
PET CF,South,11749,52871,341754504,11903,1741,1363,3341,857,376,2023,11
PET CF,South,2748,14290,79964005,2771,409,321,793,200,86,473,11
PET CF,South,93,438,2714330,94,14,11,27,7,3,16,11
PET CF,South,21739,135252,1215855097,22919,6423,2668,6555,1627,77,3744,11
PET CF,South,1148,9694,64094082,1206,170,142,354,85,4,198,11
PET CF,South,71,454,3949776,74,9,9,22,5,0,12,11
RGB CF,South,2250,5019,50563619,252,334,530,1740,161,-3,955,11
CAN CF,South,5934,38079,176498179,9453,900,704,1936,467,31,1022,11
CAN CF,South,1214,9695,36157910,1931,183,141,400,96,7,209,11
CAN CF,South,199,1309,5928527,317,28,24,65,16,1,34,11
CAN CF,South,44833,287712,1297542301,73665,6787,5111,16599,2268,2052,7721,11
CAN CF,South,270,2156,7810857,444,42,31,100,14,12,46,11
CAN CF,South,64,425,1863557,106,9,7,24,3,3,11,11
PET CF,South,39851,261966,2610789940,42486,10042,5023,12189,3001,224,6863,11
PET CF,South,1636,13821,107093679,1741,243,207,507,123,9,282,11
PET CF,South,477,3226,31188841,507,69,60,148,36,3,82,11
PMX,South,28,353,5127300,37,5,3,26,2,0,5,11
CAN CF,South,5767,37007,205265569,9086,940,639,1878,234,266,993,11
CAN CF,South,1006,8033,35838537,1586,162,111,328,41,47,173,11
CAN CF,South,18,117,622485,28,5,2,6,1,1,3,11
PET CF,South,2893,13018,113861940,2737,427,426,1143,302,683,498,11
